surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence,alignment_origin,match_score,engine_candidate
92,1,1,وَٱلَّیۡلِ,0.72,3.04,,native,,existing
92,1,2,إِذَا,3.44,3.76,,native,,existing
92,1,3,یَغۡشَىٰ,3.76,4.4,,native,,existing
92,2,1,وَٱلنَّهَارِ,4.88,5.52,,native,,existing
92,2,2,إِذَا,5.84,6.24,,native,,existing
92,2,3,تَجَلَّىٰ,6.32,7.04,,native,,existing
92,3,1,وَمَا,7.36,7.44,,native,,existing
92,3,2,خَلَقَ,7.84,7.92,,native,,existing
92,3,3,ٱلذَّكَرَ,8.4,8.8,,native,,existing
92,3,4,وَٱلۡأُنثَىٰۤ,9.12,10.08,,native,,existing
92,4,1,إِنَّ,10.4,10.48,,native,,existing
92,4,2,سَعۡیَكُمۡ,10.96,11.6,,native,,existing
92,4,3,لَشَتَّىٰ,11.76,12.24,,native,,existing
92,5,1,فَأَمَّا,12.8,13.28,,native,,existing
92,5,2,مَنۡ,13.68,13.76,,native,,existing
92,5,3,أَعۡطَىٰ,14.0,14.56,,native,,existing
92,5,4,وَٱتَّقَىٰ,14.64,15.2,,native,,existing
92,6,1,وَصَدَّقَ,15.44,15.92,,native,,existing
92,6,2,بِٱلۡحُسۡنَىٰ,16.16,17.04,,native,,existing
92,7,1,فَسَنُیَسِّرُهُۥ,17.04,18.32,,native,,existing
92,7,2,لِلۡیُسۡرَىٰ,18.4,19.28,,native,,existing
92,8,1,وَأَمَّا,19.68,20.08,,native,,existing
92,8,2,مَنۢ,20.4,20.48,,native,,existing
92,8,3,بَخِلَ,20.8,21.2,,native,,existing
92,8,4,وَٱسۡتَغۡنَىٰ,21.44,22.16,,native,,existing
92,9,1,وَكَذَّبَ,22.32,22.72,,native,,existing
92,9,2,بِٱلۡحُسۡنَىٰ,23.04,23.92,,native,,existing
92,10,1,فَسَنُیَسِّرُهُۥ,23.92,25.28,,native,,existing
92,10,2,لِلۡعُسۡرَىٰ,25.36,26.24,,native,,existing
92,11,1,وَمَا,26.64,26.72,,native,,existing
92,11,2,یُغۡنِی,26.88,27.68,,native,,existing
92,11,3,عَنۡهُ,27.84,28.16,,native,,existing
92,11,4,مَالُهُۥۤ,28.24,28.8,,native,,existing
92,11,5,إِذَا,28.96,29.28,,native,,existing
92,11,6,تَرَدَّىٰۤ,29.36,29.84,,native,,existing
92,12,1,إِنَّ,30.48,30.56,,native,,existing
92,12,2,عَلَیۡنَا,31.04,31.52,,native,,existing
92,12,3,لَلۡهُدَىٰ,31.68,32.32,,native,,existing
92,13,1,وَإِنَّ,32.56,32.96,,native,,existing
92,13,2,لَنَا,33.28,33.36,,native,,existing
92,13,3,لَلۡءَاخِرَةَ,33.76,34.8,,native,,existing
92,13,4,وَٱلۡأُولَىٰ,34.96,35.68,,native,,existing
92,14,1,فَأَنذَرۡتُكُمۡ,36.08,37.28,,native,,existing
92,14,2,نَارࣰا,37.52,38.16,,native,,existing
92,14,3,تَلَظَّىٰ,38.32,39.28,,native,,existing
92,15,1,لَا,39.52,39.6,,native,,existing
92,15,2,یَصۡلَىٰهَاۤ,39.68,40.64,,native,,existing
92,15,3,إِلَّا,40.72,40.8,,native,,existing
92,15,4,ٱلۡأَشۡقَى,41.2,41.76,,native,,existing
92,16,1,ٱلَّذِی,41.92,42.32,,native,,existing
92,16,2,كَذَّبَ,42.4,42.64,,native,,existing
92,16,3,وَتَوَلَّىٰ,43.04,43.92,,native,,existing
92,17,1,وَسَیُجَنَّبُهَا,44.16,45.6,,native,,existing
92,17,2,ٱلۡأَتۡقَى,45.76,46.24,,native,,existing
92,18,1,ٱلَّذِی,46.4,46.8,,native,,existing
92,18,2,یُؤۡتِی,46.88,47.44,,native,,existing
92,18,3,مَالَهُۥ,47.52,48.0,,native,,existing
92,18,4,یَتَزَكَّىٰ,48.0,49.2,,native,,existing
92,19,1,وَمَا,49.52,49.6,,native,,existing
92,19,2,لِأَحَدٍ,49.92,50.4,,native,,existing
92,19,3,عِندَهُۥ,50.72,51.52,,native,,existing
92,19,4,مِن,51.68,51.76,,native,,existing
92,19,5,نِّعۡمَةࣲ,52.0,52.64,,native,,existing
92,19,6,تُجۡزَىٰۤ,52.88,53.52,,native,,existing
92,20,1,إِلَّا,53.92,54.0,,native,,existing
92,20,2,ٱبۡتِغَاۤءَ,54.32,56.0,,native,,existing
92,20,3,وَجۡهِ,56.24,56.32,,native,,existing
92,20,4,رَبِّهِ,56.8,57.28,,native,,existing
92,20,5,ٱلۡأَعۡلَىٰ,57.36,57.84,,native,,existing
92,21,1,وَلَسَوۡفَ,58.16,59.04,,native,,existing
92,21,2,یَرۡضَىٰ,59.2,60.4,,native,,existing
