surah,ayah,word_index_in_ayah,text,start_s,end_s,confidence,alignment_origin,match_score,engine_candidate
100,1,1,وَٱلۡعَـٰدِیَـٰتِ,2.8,3.76,,native,,existing
100,1,2,ضَبۡحࣰا,3.92,4.64,,native,,existing
100,2,1,فَٱلۡمُورِیَـٰتِ,4.8,6.0,,native,,existing
100,2,2,قَدۡحࣰا,6.08,6.8,,native,,existing
100,3,1,فَٱلۡمُغِیرَ,6.88,7.84,,native,,existing
100,3,2,ٰتِ,8.0,8.08,,native,,existing
100,3,3,صُبۡحࣰا,8.24,8.96,,native,,existing
100,4,1,فَأَثَرۡنَ,9.28,10.16,,native,,existing
100,4,2,بِهِۦ,10.24,10.32,,native,,existing
100,4,3,نَقۡعࣰا,10.56,11.28,,native,,existing
100,5,1,فَوَسَطۡنَ,11.44,12.4,,native,,existing
100,5,2,بِهِۦ,12.56,12.64,,native,,existing
100,5,3,جَمۡعًا,12.96,13.52,,native,,existing
100,6,1,إِنَّ,14.0,14.08,,native,,existing
100,6,2,ٱلۡإِنسَـٰنَ,14.8,15.52,,native,,existing
100,6,3,لِرَبِّهِۦ,15.92,16.64,,native,,existing
100,6,4,لَكَنُودࣱ,16.8,17.84,,native,,existing
100,7,1,وَإِنَّهُۥ,18.32,19.2,,native,,existing
100,7,2,عَلَىٰ,19.44,19.52,,native,,existing
100,7,3,ذَ,19.84,19.92,,native,,existing
100,7,4,ٰلِكَ,20.24,20.32,,native,,existing
100,7,5,لَشَهِیدࣱ,20.56,21.6,,native,,existing
100,8,1,وَإِنَّهُۥ,22.08,23.36,,native,,existing
100,8,2,لِحُبِّ,23.6,23.92,,native,,existing
100,8,3,ٱلۡخَیۡرِ,24.48,24.96,,native,,existing
100,8,4,لَشَدِیدٌ,25.12,26.0,,native,,existing
100,9,1,۞,26.8,27.28,,native,,existing
100,9,2,أَفَلَا,27.28,27.68,,native,,existing
100,9,3,یَعۡلَمُ,28.16,28.4,,native,,existing
100,9,4,إِذَا,28.56,29.04,,native,,existing
100,9,5,بُعۡثِرَ,29.36,29.44,,native,,existing
100,9,6,مَا,29.6,29.92,,native,,existing
100,9,7,فِی,29.92,30.48,,native,,existing
100,9,8,ٱلۡقُبُورِ,30.88,31.44,,native,,existing
100,10,1,وَحُصِّلَ,31.84,31.92,,native,,existing
100,10,2,مَا,32.08,32.32,,native,,existing
100,10,3,فِی,32.4,33.12,,native,,existing
100,10,4,ٱلصُّدُورِ,33.76,33.84,,native,,existing
100,11,1,إِنَّ,34.96,35.68,,native,,existing
100,11,2,رَبَّهُم,36.08,36.4,,native,,existing
100,11,3,بِهِمۡ,36.4,37.68,,native,,existing
100,11,4,یَوۡمَئِذࣲ,37.84,40.72,,native,,existing
100,11,5,لَّخَبِیرُۢ,40.379,41.34,,native,,existing
